mF,M
0.0015243455824429297,80569345.91174512
0.0016186668920260964,78185813.84767744
0.0017188232140892736,75872795.28206328
0.0018251753328646899,73628204.19256754
0.001938106771292145,71450016.18286695
0.0020580243605705004,69336266.81183752
0.0021853598297414813,67285049.8002909
0.0023205718463848125,65294515.21845678
0.0024641475860517122,63362867.8115903
0.0026166042357465063,61488365.5057816
0.002778490936231099,59669317.75868722
0.0029503906666674714,57904084.01751051
0.003132922377705921,56191072.25435134
0.003326743675633345,54528737.563094445
0.0035325526091767568,52915580.73559307
0.0037510901314466924,51350146.90918587
0.003983143056800313,49831024.26363081
0.004229546916358017,48356842.749102674
0.00449118876986049,46926272.843065925
0.004769010398647728,45538024.3561442
0.005064011944327138,44190845.26969704
0.005377255216299381,42883520.60287174
0.005709867452292322,41614871.31594306
0.006063045755745816,40383753.25305062
0.006438061091069584,39189056.10597596
0.006836262701320719,38029702.411056854
0.007259083275619519,36904646.581504464
0.007708044044635114,35812873.963995956
0.008184759950799371,34753399.92043794
0.008690945562867222,33725268.94129429
0.009228421570894011,32727553.787080098
0.009799120847760148,31759354.648101408
0.010405095266146356,30819798.332504403
0.011048523764877178,29908037.48327747
0.011731719604641942,29023249.810837094
0.01245713840644303,28164637.350144275
0.013227387495088023,27331425.74401883
0.014045235167031059,26522863.54448449
0.014913620099439827,25738221.532720346
0.015835662078058695,24976792.062383436
0.01681467382258331,24237888.42383278
0.017854171926398682,23520844.221811045
0.018957889258207065,22825012.774126243
0.020129789501077862,22149766.53172045
0.02137408041536017,21494496.510381877
0.022695228435960668,20858611.740569916
0.024097975594099492,20241538.736652385
0.02558735627771799,19642720.979401514
0.027168714311816146,19061618.41241306
0.028847722456049434,18497706.955845635
0.030630403750292495,17950478.035406888
0.03252315134294568,17419438.121540204
0.0345327510938881,16904108.284168333
0.0366664076141618,16404023.763137192
0.03893176845764089,15918733.547280166
0.04133695056032384,15447799.967004932
0.0438905710782692,14990798.301346293
0.046601777409114115,14547316.394491524
0.04948027811921878,14116954.282908874
0.05253637836427364,13699323.835323095
0.055781018159523646,13294048.40375843
0.05922580848525365,12900762.482281046
0.06288307228132271,12519111.377325233
0.06676589122254252,12148750.889477622
0.07088814948687647,11789347.00174269
0.07526458142582648,11440575.577805394
0.07991082775816563,11102122.0712026
0.08484348914159694,10773681.24110952
0.0900801823885862,10454956.876275826
0.09563960413625949,10145661.528380329
0.10154159844959948,9845516.25331496
0.1078072238711525,9554250.358819554
0.11445882875749565,9271601.16066818
0.1215201313242719,8997313.746117504
0.12901629997305122,8731140.743364275
0.1369740430208046,8472842.098725824
0.1454217042138578,8222184.860488448
0.1543893585102591,7978942.96822202
0.1639089188830029,7742897.04914088
0.17401425023697686,7513834.220593652
0.18474128356596867,7291547.8975239955
0.19612814302364928,7075837.606361847
0.20821528171125092,6866508.804545622
0.22104561769186798,6663372.704567546
0.2346646850992764,6466246.103885203
0.24912079588415414,6274951.220007873
0.26446520180911204,6089315.529697404
0.2807522740514242,5909171.613521883
0.29803969576106565,5734357.00516272
0.31638865487010703,5564714.044466803
0.3358640574390818,5400089.7353810575
0.3565347566914519,5240335.6082544355
0.3784737824452564,5085307.585547785
0.40175859437843847,4934865.851998191
0.4264713542497771,4788874.728794266
0.4526991986796119,4647202.550854418
0.48053453960435977,4509721.548167509
0.5100753875493385,4376307.7308180155
0.5414256757590078,4246840.7768357955
0.5746956163600837,4121203.923751623
0.6100020837953102,3999283.863535786
0.6474689997925552,3880970.6401095395
0.6872277552045492,3766157.5502356226
0.729417664471507,3654741.047515832
0.7741864222303455,3546620.648731537
0.8216906025201673,3441698.843266143
0.872096196599046,3339881.005379817
0.9255791544037812,3241075.3086191746
0.9823259746813516,3145192.643036774
1.0425343407050032,3052146.5350295864
1.1064137614500318,2961853.069122459
1.174186268453946,2874230.8123139073
1.24608716638591,2789200.7408255823
1.3223657913531492,2706686.1686248453
1.4032863328787373,2626612.678283026
1.48912871803021,2548908.054040269
1.5801895079643813,2473502.216486421
1.6767828660025,2400327.1593715376
1.7792415983156358,2329316.8884410877
1.8879182109613462,2260407.3617451293
2.003186048599918,2193536.4318883545
2.12544051618872,2128643.7901384416
2.2551003250392108,2065670.9118783425
2.3926088299633603,2004561.003827966
2.538435460462071,1945258.9529705814
2.693077186434188,1887711.2767056588
2.8570600852182735,1831866.074613969
3.03094101626067,1777672.9817868054
3.215309340145792,1725083.1232742155
3.410788752322401,1674049.0700026203
3.6180392333521922,1624524.7961274283
3.8377590660944847,1576465.6374064877
4.0706869753353105,1529828.2509128079
4.317604398385666,1484570.5760627165
4.579337838375613,1440651.7965776015
4.856761355776012,1398032.3036649255
5.150799200209067,1356673.6604062915
5.462428555309025,1316538.5669965008
5.792682432662905,1277590.8270942152
6.14265270802193,1239795.315280698
6.513493314691713,1203117.9452944263
6.906423591133123,1167525.6392799255
7.322731784186537,1132986.298046991
7.763778737056041,1099468.7720478214
8.231001754173041,1066942.8332711423
8.725918603361077,1035379.1480741741
9.250131785772869,1004749.2506517129
9.805332970347324,975025.5173567899
10.393307586291503,946181.141847153
11.015939696941487,918190.1108696628
11.675217052745477,891027.180806954
12.37323634942534,864667.8549377696
13.112208786560856,839088.3613081889
13.894465770294834,814265.6313211132
14.722464910658578,790177.2789329744
15.598796318437289,766801.5804408988
16.52618900933005,744117.4549293513
17.507517720088952,722104.4452367155
18.54580993733706,700742.6995036106
19.644253082777134,680012.9532991865
20.80620219552644,659896.5122197301
22.03518769090351,640375.2350443852
23.33492341040073,621431.5173873506
24.709315164875843,603048.2757987233
26.16246922826576,585208.9323847388
27.69870133372181,567897.399850818
29.322545978743694,551098.0669842282
31.038765617380758,534795.7846051863
32.85236065984651,518975.8518851978
34.76857943149771,503624.003094743
36.79292825445432,488726.3947526104
38.93118209888157,474269.5931318699
41.189395103550254,460240.56215963943
43.573911590747606,446626.6516558706
46.091377068678135,433415.5859311291
48.74874940012678,420595.4527230176
51.55331035731086,408154.6924492263
54.51267683502055,396082.08779641724
57.634812603624354,384366.75359915895
60.92803973866993,372998.1270321859
64.4010501974784,361965.95808838157
68.06291744428108,351260.30033467984
71.92310737485775,340871.5019522851
75.99149017879333,330790.19703067385
80.27835086986207,321007.2971279215
84.79440018032466,311513.983077731
89.55078484417878,302301.6970390092
94.55909679059702,293362.1347823339
99.83138356061474,284687.23820404056
105.38015612982949,276269.18806229
111.21839689422458,268100.39692824666
117.35956732891799,260173.50234645722
123.81761352358498,252481.36019710923
130.6069702566897,245017.0382547255
137.74256529373355,237773.80993817525
145.23982270598114,230745.14824585442
153.11466296659768,223924.71986951097
161.38350073389748,217306.37948169766
170.06324249339244,210884.16419306683
179.17128243527316,204652.28817339113
188.72549385208058,198605.13743049256
198.74421993951097,192737.2647438222
209.24626460756446,187043.38474905808
220.2508736769608,181518.36916386185
231.77771051312448,176157.24215295885
243.84684244081112,170955.17583631462
256.4787216360455,165907.48592861503
269.694146394983,161009.62749814874
283.5142230051982,156257.19085216464
297.9603355329492,151645.89754868808
313.05410670273363,147171.5965223489
328.8173526982798,142830.2603224322
345.272026089576,138617.98145626724
362.4401573335763,134530.96884035572
380.3437938026936,130565.54435555138
399.0049382428898,126718.13950388048
418.44547349732704,122985.29215714047
438.6870888959397,119363.64340547801
459.75118730235874,115849.93448181581
481.65879465378896,112441.00378187292
504.4304731909027,109133.78397677347
528.0862125291854,105925.29919284515
552.6453240117261,102812.66227801122
578.1263329597388,99793.07214738872
604.5468528197044,96863.81119205881
631.9234694793792,94022.24277208628
660.2716131195136,91265.80877177941
689.6054228925361,88592.0272188938
719.937620750403,85998.48998125865
751.2793699426401,83482.86051207891
783.640137607206,81042.87166338316
817.0275592796571,78676.32356312238
851.4472991381356,76381.08153751655
886.9029133455285,74155.07410144329
923.395717938479,71996.29099815308
960.924664018091,69902.78128746955
999.4862063046309,67872.65149639142
1039.0741977769358,65904.06380980674
1079.6797847875864,63995.23431433926
1121.2913002576192,62144.43129372687
1163.8942032853658,60349.97356553026
1207.4709989610046,58610.2288683711
1252.0011873254107,56923.61229441112
1297.4612546405826,55288.58476668593
1343.8246318802417,53703.65155922114
1391.0617265353007,52167.36086524866
1439.1399608079698,50678.302407587646
1488.0238050004155,49235.106088261135
1537.6748852917403,47836.440690184485
1588.0520792461546,46481.01261325476
1639.1116415401877,45167.564654838476
1690.8073743195755,43894.874840671786
1743.090797033166,42661.75528259525
1795.911349986196,41467.05109139474
1849.2166169171007,40309.63932800948
1902.952574804764,39188.42798886992
1957.0638380510488,38102.355040894035
2011.4939329555577,37050.38748803533
2066.1855826839806,36031.520477473976
2121.080977083502,35044.776452861646
2176.122104992375,34089.20434242129
2231.251016832214,33163.87877362692
2286.4100960848873,32267.899327137027
2341.5423498392106,31400.389819651697
2396.591679889185,30560.49763460565
2451.5031501071767,29747.393076950648
2506.2232414099362,28960.26875728785
2560.700027663121,28198.338986812778
2614.8833795529763,27460.839210195893
2668.72518211929,26747.025489063883
2722.179466603238,26056.17396673822
2775.2025410649967,25387.580363699784
2827.753102830034,24740.559520086925
2879.79232586746,24114.44493593969
2931.2839273230165,23508.588313245
2982.1942069750894,22922.359134292736
3032.492048090785,22355.144261640362
3082.148941591331,21806.347525638896
3131.1389699104657,21275.389332297887
3179.438754590585,20761.706304595442
3227.027417059198,20264.75090136749
3273.886531310368,19783.991053204078
3320.000024281329,19318.90981632185
3365.354085223072,18869.005030753364
3409.937114223897,18433.788979143217
3453.7396156444092,18012.788056398043
3496.7540976643695,17605.54244957052
3538.9749570578856,17211.605813278147
3580.398387522412,16830.54495468711
3621.022228907815,16461.939526863403
3660.845889698418,16105.381722962346
3699.8702569626184,15760.47597549444
3738.0975853970767,15426.83866154649
3775.5313863869196,15104.097811204618
3812.1763226609146,14791.892820329576
3848.0381159861,14489.874169201054
3883.123451078668,14197.70314421548
3917.43988510331,13915.051563743995
3950.995774021207,13641.601507161493
3983.8001787230905,13377.045050344448
4015.8627835197435,13121.084004192286
4047.1938363802938,12873.429657782168
4077.804079830169,12633.802525518888
4107.704674408554,12401.932098384263
4136.907137446802,12177.556599922396
4165.423307992396,11960.422746193868
4193.265277156216,11750.285510620595
4220.445334550683,11546.907892315761
4246.97593390465,11350.060690377839
4272.869656972101,11159.522281931471
4298.139162365799,10975.078402839797
4322.797149429092,10796.52194085786
4346.856340748637,10623.652703087999
4370.329444395166,10456.27722877393
4393.229126125546,10294.20860608286
4415.567986563164,10137.266257086867
4437.358539322339,9985.27570001854
4458.613193927725,9838.068428100987
4479.344232528978,9695.481705912782
4499.563810785577,9557.35841375045
4519.283934503695,9423.546847442314
4538.516439251599,9293.900522718934
4557.272981976452,9168.278011315175
4575.565050868186,9046.542852862382
4593.403937104405,8928.563306590584
4610.800732642561,8814.212216949072
4627.766337001935,8703.366924426828
4644.311439763324,8595.909044691896
4660.4465181873675,8491.72433059717
4676.181845598318,8390.702605070826
4691.527478950597,8292.737548938918
4706.493258691971,8197.726575500008
4721.088815992999,8105.57077074147
4735.323565487213,8016.1746954974005
4749.20670658482,7929.446270657689
4762.747230121448,7845.296731571459
4775.953914566911,7763.640439285844
4788.835328341987,7684.3947756855605
4801.399835047269,7607.4800804652805
4813.655593242447,7532.819501682114
4825.610559478341,7460.338901294614
4837.272493722727,7389.966844703823
4848.648960097032,7321.634410525836
4859.747330047381,7255.275069177245
4870.574786536453,7190.824676352708
4881.138327816276,7128.221406548105
4891.4447706167475,7067.405594278569
4901.500754192931,7008.319634071289
4911.312743101642,6950.908025963686
4920.88703167044,6895.117228007246
4930.229748298629,6840.895550748434
4939.346858899445,6788.193109728475
4948.244169161752,6736.961832476547
4956.927330080072,6687.155314657866
4965.401842543321,6638.72873388577
4973.673058591694,6591.638868443827
4981.746185623468,6545.844024734929
4989.626291528883,6501.303937437331
4997.318308670594,6457.979708368969
5004.827034027393,6415.833838408986
5012.1571351846815,6374.830117610056
5019.313154721577,6334.933556918976
5026.299512255715,6296.110369952755
5033.120506051342,6258.327963664629
5039.780318788707,6221.554844368444
5046.2830215949725,6185.760561484621
5052.632573737635,6150.915730494602
5058.832827095252,6116.991968839845
5064.887530456045,6083.961835647447
5070.800332362346,6051.798797815989
5076.574780840684,6020.47724631262
5082.2143288061425,5989.972420986942
5087.722337659844,5960.2603654352815
5093.102077893104,5931.3179273780715
5098.356730897624,5903.122740862279
5103.4893936247,5875.653165557741
5108.503081241127,5848.88825651929
5113.400727401867,5822.8077685517665
5118.185187568223,5797.3921163688565
5122.859242145708,5772.622338286367
5127.425598114762,5748.480080406341
5131.886887832907,5724.94761778717
5136.2456747916995,5702.007784673867
5140.504455613321,5679.643953958043
5144.665663537117,5657.839998526564
5148.731665083578,5636.5803365690645
5152.704764010846,5615.849887143115
5156.587204553799,5595.634034568111
5160.381173738769,5575.91860478688
5164.088801935287,5556.689862250092
5167.712161555878,5537.9345283596695
5171.253271936014,5519.6397279680405
5174.714100856191,5501.792975030336
5178.096567052689,5484.382147253367
5181.402537455772,5467.395519753429
5184.633830854917,5450.8217267848495
5187.792219996541,5434.649741011544
5190.879433531804,5418.868854994561
5193.897155768062,5403.468685886063
5196.847026494193,5388.439179342611
5199.730644434352,5373.770575101151
5202.549568446092,5359.453396455568
5205.305319289476,5345.478433892691
5207.999377238914,5331.836771330697
5210.633185438923,5318.5197534956615
5213.208151315524,5305.518973223228
5215.725647912373,5292.826259649972
5218.187013692508,5280.433681777152
5220.593553204706,5268.333543372362
5222.946538872038,5256.518366628054
5225.247212130177,5244.980882569868
5227.496784707467,5233.714020131928
5229.696435793151,5222.710933914476
5231.84731580038,5211.964969900834
5233.950547411744,5201.469656739121
5236.007226183029,5191.218701181251
5238.018422680709,5181.205969713168
5239.985179990177,5171.4255118639
5241.908514444649,5161.871554517816
5243.789418198838,5152.538479617748
5245.628859740773,5143.420820431765
5247.427784829549,5134.513254113625
5249.187117436282,5125.810594235361
5250.9077570015515,5117.307815372126
5252.590581523159,5109.000026954243
5254.236448307644,5100.882467448255
5255.846194418774,5092.950501178817
5257.42063825138,5085.199605805557
5258.960577523115,5077.625389546181
5260.466790165177,5070.223584326042
5261.940035991812,5062.990032460497
5263.381057075681,5055.92068408405
5264.790578509536,5049.011591470462
5266.169308935439,5042.2589052235735
5267.51793855229,5035.6588907635105
5268.837141507548,5029.207909527651
5270.127576403858,5022.90241534342
5271.389886629612,5016.73895221988
5272.624701258244,5010.714147647322
5273.832634032089,5004.824721025561
5275.0142840703365,4999.067478474777
5276.170236729198,4993.439306444156
5277.301063888692,4987.937169849257
5278.407324716867,4982.558106656375
5279.489565911471,4977.299226355691
5280.548319650987,4972.157725480782
5281.584106034264,4967.130869724959
5282.597433457303,4962.215991408905
5283.588798838853,4957.4104880733785
5284.55868784823,4952.711821055955
5285.507576268685,4948.117505897775
5286.43592810139,4943.625126200713
5287.344195680108,4939.232333018271
5288.232821269992,4934.936833568351
5289.1022372576435,4930.73639008173
5289.952866341158,4926.628818650529
5290.785121894478,4922.611986876136
5291.599408937503,4918.6838073447
5292.3961217091455,4914.842254501146
5293.175645366159,4911.085353105371
5293.938356550615,4907.411174481059
5294.684623550215,4903.817835568986
5295.4148064586025,4900.303497980316
5296.129257864971,4896.8663635222765
5296.828322580307,4893.504676144436
5297.512336359894,4890.216730574697
5298.181627581863,4887.000861253851
5298.836517423775,4883.855441280464
5299.477319996065,4880.778881643265
5300.104342489539,4877.769630360842
5300.717885789219,4874.826168547645
5301.318243537743,4871.947016699222
5301.905702562944,4869.130731985947
5302.480543400351,4866.375904920954
5303.04304041278,4863.681158683879
5303.593461909913,4861.045148444587
5304.132070546388,4858.4665589569895
5304.659123882885,4855.944101140397
5305.174872149788,4853.476526036972
5305.679560009851,4851.062613929501
5306.173426881262,4848.70117240125
5306.6567070287165,4846.3910358367575
5307.129629654503,4844.131064922611
5307.592418989578,4841.920146148232
5308.0452945726465,4839.757190173012
5308.4884721426315,4837.641126494599
5308.922161144415,4835.570918539619
5309.346566220244,4833.545554720316
5309.761887650683,4831.564045825528
5310.168321429844,4829.625424617077
5310.566059340608,4827.728745426161
5310.955289029855,4825.873083749745
5311.336194172006,4824.05753533304
5311.708955351075,4822.2812110715
5312.073748031513,4820.543248851303
5312.430743546383,4818.842807833847
5312.780109597699,4817.179065578657
5313.122010318558,4815.551217715966
5313.456606335266,4813.958477619292
5313.784054829475,4812.400076078013
5314.104509635664,4810.875260769981
5314.418122083747,4809.383291519401
5314.725039324303,4807.923449794022
5315.025404900708,4806.495035492892
5315.319359339011,4805.09736363386
5315.607040198332,4803.7297640925
5315.888582121266,4802.391581341014
5316.164116884289,4801.082174187156
5316.433773452321,4799.800915489684
5316.697678394933,4798.547189837741
5316.955955235054,4797.320397240468
5317.208724551535,4796.119952572261
5317.456104365699,4794.945283419082
5317.698210186117,4793.795829849039
5317.935155053392,4792.671044182968
5318.167049584932,4791.570390765019
5318.3940020197315,4790.493345733232
5318.61611895904,4789.4393930486085
5318.8335043056495,4788.408030209444
5319.046258900546,4787.398770216261
5319.254481510114,4786.411136275333
5319.458268858666,4785.444661635144
5319.657715660954,4784.498889422917
5319.852914654682,4783.57337248114
5320.043956633022,4782.667673204082
5320.230930477128,4781.781363374328
5320.413923188646,4780.914023999296
5320.593020561306,4780.06524178156
5320.7683064361345,4779.234613049657
5320.939861904946,4778.421747961313
5321.107766391609,4777.626264815862
5321.272097682092,4776.847789903791
5321.432931950479,4776.085957377477
5321.590343784987,4775.340409121927
5321.74440621399,4774.610794625509
5321.895190732031,4773.896770850694
5322.04276732584,4773.198002104796
5322.187204949841,4772.514157593657
5322.328571142699,4771.844913403142
5322.466931151598,4771.189957018309
5322.602348876988,4770.54898245816
5322.734886905772,4769.921690109402
5322.864606532087,4769.3077866242265
5322.991567778068,4768.706984818087
5323.115829414625,4768.11900356748
5323.237448982215,4767.543567707724
5323.356482811614,4766.980407930733
5323.472986372218,4766.429259021768
5323.587014115753,4765.889860655158
5323.698618562378,4765.361962032218
5323.807851141304,4764.845317621202
5323.914762230544,4764.339686958878
5324.0194011732365,4763.844834570815
5324.121816293986,4763.360529891692
5324.22205491519,4762.886547185591
5324.320163373374,4762.422665466297
5324.416187035521,4761.968668417599
5324.510170464175,4761.52434356368
5324.602157421377,4761.089482251908
5324.692190307242,4760.663882485413
5324.780310627172,4760.247346570586
5324.866559028068,4759.839680937269
5324.95097531227,4759.440696071021
5325.033598451524,4759.050206445391
5325.114466600933,4758.668030454195
5325.193617112918,4758.293990343778
5325.271086551172,4757.927912145294
5325.346910924878,4757.569624519117
5325.421125811301,4757.218958150586
5325.493765233314,4756.875751295014
5325.564862475708,4756.53984574719
5325.634450156648,4756.211086489668
5325.702560237425,4755.889321645824
5325.7692240322,4755.574402432918
5325.834472217753,4755.2661831151445
5325.89833484323,4754.964520956697
5325.960841339895,4754.669276174821
5326.022020530874,4754.3803118928745
5326.081900640905,4754.097494093387
5326.14050941123,4753.820691056438
5326.197874517712,4753.549771313807
5326.254022334052,4753.284609703657
5326.308978561215,4753.025084290339
5326.3627683856885,4752.771075590491
5326.415416487017,4752.522466536968
5326.46694704532,4752.279142442778
5326.517383748824,4752.040990965012
5326.5667498013845,4751.8079020687765
5326.615067930018,4751.5797679911275
5326.662360392422,4751.3564832050015
5326.708648984507,4751.1379443831465
5326.753955076055,4750.924050225659
5326.798300047639,4750.714699342191
5326.84170436946,4750.509794718228
5326.884187877257,4750.309242377868
5326.925770011152,4750.112950226343
5326.966469821388,4749.920828022573
5327.006305974082,4749.732787351734
5327.045296756969,4749.548741597818
5327.083460085149,4749.36860591619
5327.120813506835,4749.192297206156
5327.157374209097,4749.019734083518
5327.193159023608,4748.850836853144
5327.228184433715,4748.685527475166
5327.26246687169,4748.523728131466
5327.296022253306,4748.3653634709035
5327.328865905892,4748.210360956578
5327.3610128509745,4748.05864950283
5327.392477808746,4747.910159453993
5327.423275202518,4747.7648225631665
5327.453419163192,4747.622571970964
5327.482923533708,4747.48334218428
5327.511801873519,4747.347069055055
5327.540067463044,4747.213689759024
5327.56773330813,4747.083142774489
5327.59481214452,4746.955367861072
5327.621316424664,4746.830306112536
5327.647258336768,4746.707899874335
5327.672649845247,4746.588092571263
5327.697502660852,4746.470828830344
5327.721828244789,4746.356054461039
5327.745637813299,4746.2437164335315
5327.7689423422225,4746.1337628570145
5327.79175257158,4746.026142957977
5327.814079010147,4745.920807058491
5327.835931940022,4745.8177065545
5327.857321421207,4745.716793894103
5327.878257296178,4745.618022555843
5327.89874923293,4745.521346841803
5327.918806753603,4745.426721740108
5327.9384390389305,4745.334103866618
5327.957655066605,4745.243450799099
5327.976463626038,4745.15472100655
5327.994873322516,4745.067873829445
5328.0128925813715,4744.982869459984
5328.030529652152,4744.899668922341
5328.047792612782,4744.81823405291
5328.064689373734,4744.738527480551
5328.081227682192,4744.660512606839
5328.097415126221,4744.584153586313
5328.113259236369,4744.5094148445105
5328.128767869056,4744.436259259329
5328.143948054031,4744.3646536282995
5328.158806573255,4744.294565922588
5328.1733501030385,4744.22596461273
5328.187585216156,4744.158818658665
5328.2015183839385,4744.093097499752
5328.215155978393,4744.028771044805
5328.228504274298,4743.965809662114
5328.241569451309,4743.9041841694725
5328.254357596072,4743.843865824204
5328.266871374192,4743.784842088788
5328.279122379392,4743.727058130011
5328.291113931016,4743.67049831124
5328.302851386195,4743.615137341261
5328.314340014119,4743.560950344349
5328.325584996037,4743.5079128602765
5328.336591425258,4743.456000844305
5328.347364307151,4743.405190667193
